1500
0.012504,1400,512
0.025004,1400,511
0.037504,1400,511
0.050004,1400,513
0.062500,1400,511
0.075000,1400,496
0.087500,1400,512
0.100000,1400,511
0.112500,1400,511
0.125000,1400,511
0.137504,1400,512
0.150004,1400,512
0.162504,1400,514
0.175000,1400,505
0.187500,1400,512
0.200004,1400,511
0.212500,1400,512
0.225000,1400,512
0.237504,1400,510
0.250000,1400,511
0.262504,1400,512
0.275000,1400,511
0.287500,1400,512
0.300000,1400,512
0.312504,1400,511
0.325000,1400,513
0.337504,1400,503
0.350000,1400,511
0.362504,1400,511
0.375000,1400,511
0.387504,1400,511
0.400000,1400,512
0.412504,1400,512
0.425000,1400,510
0.437504,1400,511
0.450004,1400,512
0.462504,1400,511
0.475000,1400,511
0.487500,1400,510
0.500000,1400,501
0.512504,1400,511
0.525000,1400,512
0.537504,1400,511
0.550004,1400,512
0.562500,1400,512
0.575000,1400,511
0.587500,1400,512
0.600000,1400,511
0.612504,1400,511
0.625000,1400,511
0.637504,1400,512
0.650004,1400,511
0.662504,1400,511
0.675000,1400,510
0.687500,1400,512
0.700000,1400,512
0.712504,1400,512
0.725000,1400,512
0.737500,1400,511
0.750000,1400,512
0.762500,1400,511
0.775000,1400,513
0.787504,1400,511
0.800000,1400,512
0.812504,1400,512
0.825000,1400,511
0.837504,1400,512
0.850004,1400,512
0.862500,1400,512
0.875004,1400,512
0.887500,1400,511
0.900000,1400,511
0.912500,1400,511
0.925000,1400,511
0.937500,1400,512
0.950004,1400,511
0.962504,1400,511
0.975000,1400,513
0.987500,1400,512
1.000000,1400,512
1.012500,1400,512
1.025004,1400,511
1.037504,1400,512
1.050000,1400,511
1.062504,1400,512
1.075000,1400,512
1.087500,1400,511
1.100000,1400,511
1.112504,1400,511
1.125000,1400,511
1.137504,1400,512
1.150000,1400,512
1.162504,1400,511
1.175000,1400,511
1.187504,1400,512
1.200000,1400,511
1.212500,1400,512
1.225000,1400,511
1.237504,1400,512
1.250004,1400,511
1.262504,1400,511
1.275000,1400,510
1.287500,1400,511
1.300000,1400,512
1.312500,1400,512
1.325000,1400,512
1.337504,1400,511
1.350004,1400,511
1.362504,1400,512
1.375000,1400,511
1.387500,1400,511
1.400004,1400,512
1.412504,1400,511
1.425000,1400,512
1.437504,1400,511
1.450004,1400,512
1.462500,1400,511
1.475000,1400,511
1.487500,1400,511
1.500000,1400,512
1.512504,1400,511
1.525000,1400,511
1.537504,1400,512
1.550000,1400,512
1.562500,1400,512
1.575000,1400,511
1.587504,1400,511
1.600000,1400,512
1.612504,1400,511
1.625000,1400,512
1.637504,1400,512
1.650004,1400,511
1.662504,1400,512
1.675000,1400,511
1.687500,1400,512
1.700004,1400,512
1.712504,1400,511
1.725000,1400,511
1.737504,1400,511
1.750004,1400,512
1.762504,1400,511
1.775000,1400,512
1.787500,1400,512
1.800004,1400,511
1.812504,1400,511
1.825000,1400,511
1.837504,1400,511
1.850004,1400,511
1.862504,1400,511
1.875000,1400,511
1.887500,1400,511
1.900000,1400,511
1.912504,1400,512
1.925000,1400,512
1.937504,1400,512
1.950004,1400,512
1.962500,1400,512
1.975000,1400,512
1.987500,1400,512
2.000000,1400,512
2.012504,1500,511
2.025000,1500,511
2.037504,1500,513
2.050004,1500,511
2.062500,1500,510
2.075008,1500,499
2.087504,1500,512
2.100000,1500,496
2.112504,1500,511
2.125000,1500,511
2.137500,1500,511
2.150004,1500,512
2.162504,1500,512
2.175000,1500,513
2.187500,1500,511
2.200004,1500,510
2.212504,1500,501
2.225000,1500,511
